,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
4064,Gustavo Gómez,Centre-Back,23,Lanús,Primera División,AC Milan,Serie A,17,1.75,8.5,3
4065,Óscar Romero,Attacking Midfield,24,Racing Club,Primera División,SH Shenhua,Super League,17,7.0,8.4,2
4066,Taiyan Jin,Right Midfield,27,Liaoning FC,Super League,BJ Sinobo Guoan,Super League,17,0.225,8.28,2
4067,Yang Yu,Centre-Back,27,GZ R&F,Super League,BJ Sinobo Guoan,Super League,17,0.2,8.27,3
4068,Adama Traoré,Right Winger,20,Aston Villa,Championship,Middlesbrough,Premier League,17,8.0,8.25,1
4069,Gianluca Caprari,Second Striker,22,Pescara,Serie A,Inter,Serie A,17,3.5,8.25,1
4070,Nicolae Stanciu,Attacking Midfield,23,FCS Bucharest,Liga 1 - Championship group,RSC Anderlecht,Jupiler Pro League,17,3.5,8.2,2
4071,Yanic Wildschut,Left Winger,25,Wigan,Championship,Norwich,Championship,17,0.75,8.2,1
4072,Shilin Sun,Defensive Midfield,28,Liaoning FC,Super League,SH Shenhua,Super League,17,0.2,8.2,2
4073,Marc Bartra,Centre-Back,25,FC Barcelona,LaLiga,Bor. Dortmund,1.Bundesliga,17,12.0,8.0,3
4074,Tomás Rincón,Defensive Midfield,28,Genoa,Serie A,Juventus,Serie A,17,9.0,8.0,2
4075,Rémy Cabella,Attacking Midfield,26,Newcastle,Championship,Marseille,Ligue 1,17,8.0,8.0,2
4076,Ivan Cavaleiro,Right Winger,22,Monaco,Ligue 1,Wolves,Championship,17,7.5,8.0,1
4077,Benjamin Stambouli,Centre-Back,26,Paris SG,Ligue 1,FC Schalke 04,1.Bundesliga,17,7.0,8.0,3
4078,Alisson,Goalkeeper,23,Internacional,Serie A,AS Roma,Serie A,17,7.0,8.0,4
4079,Andy Delort,Centre-Forward,24,SM Caen,Ligue 1,Tigres UANL,Liga MX Clausura,17,5.5,8.0,1
4080,Hernanes,Attacking Midfield,31,Juventus,Serie A,HB CFFC,Super League,17,5.0,8.0,2
4081,Alfred N'Diaye,Defensive Midfield,26,Real Betis,LaLiga,Villarreal CF,LaLiga,17,3.5,8.0,2
4082,Wallace,Centre-Back,21,Braga,Liga NOS,Lazio,Serie A,17,3.5,8.0,3
4083,Hernani,Defensive Midfield,22,Atlético-PR,Serie A,Zenit S-Pb,Premier Liga,17,1.75,8.0,2
4084,Dodô,Left-Back,24,AS Roma,Serie A,Inter,Serie A,17,6.0,7.8,3
4085,José Sosa,Attacking Midfield,31,Besiktas,Süper Lig,AC Milan,Serie A,17,8.0,7.5,2
4086,Max Kruse,Second Striker,28,VfL Wolfsburg,1.Bundesliga,Werder Bremen,1.Bundesliga,17,8.0,7.5,1
4087,Antonio Sanabria,Centre-Forward,20,AS Roma,Serie A,Real Betis,LaLiga,17,7.5,7.5,1
4088,Timothée Kolodziejczak,Centre-Back,25,Sevilla FC,LaLiga,Bor. M'gladbach,1.Bundesliga,17,7.0,7.5,3
4089,Miguel Almirón,Attacking Midfield,22,Lanús,Primera División,Atlanta United,MLS,17,5.5,7.5,2
4090,Malick Evouna,Centre-Forward,23,Ahly,Premier League,TJ Teda,Super League,17,2.0,7.25,1
4091,Eran Zahavi,Second Striker,28,M. Tel Aviv,Ligat ha'Al,GZ R&F,Super League,17,4.0,7.23,1
4092,Cristian Espinoza,Right Winger,21,Huracán,Primera División,Villarreal CF,LaLiga,17,5.0,7.2,1
4093,Diogo Jota,Left Winger,19,Paços Ferreira,Liga NOS,Atlético Madrid,LaLiga,17,3.0,7.2,1
4094,Rudy Gestede,Centre-Forward,28,Aston Villa,Championship,Middlesbrough,Premier League,17,7.0,7.1,1
4095,Arthur Masuaku,Left-Back,22,Olympiacos,Super League,West Ham,Premier League,17,7.0,7.1,3
4096,Denis Cheryshev,Left Winger,25,Real Madrid,LaLiga,Villarreal CF,LaLiga,17,10.0,7.0,1
4097,Konstantinos Mitroglou,Centre-Forward,28,Fulham,Championship,Benfica,Liga NOS,17,9.5,7.0,1
4098,Gerónimo Rulli,Goalkeeper,24,Man City,Premier League,Real Sociedad,LaLiga,17,8.0,7.0,4
4099,Odil Akhmedov,Defensive Midfield,29,Krasnodar,Premier Liga,SIPG,Super League,17,7.0,7.0,2
4100,Anwar El Ghazi,Left Winger,21,AFC Ajax,Eredivisie,LOSC Lille,Ligue 1,17,6.5,7.0,1
4101,Jonathas,Centre-Forward,27,Real Sociedad,LaLiga,Rubin Kazan,Premier Liga,17,6.0,7.0,1
4102,Martin Hinteregger,Centre-Back,23,RB Salzburg,Bundesliga,FC Augsburg,1.Bundesliga,17,6.0,7.0,3
4103,Giuliano,Attacking Midfield,26,Grêmio,Serie A,Zenit S-Pb,Premier Liga,17,5.0,7.0,2
4104,Leo Baptistão,Centre-Forward,23,Atlético Madrid,LaLiga,Espanyol,LaLiga,17,4.0,7.0,1
4105,Lewis Cook,Central Midfield,19,Leeds,Championship,Bournemouth,Premier League,17,4.0,7.0,2
4106,Ismael Sosa,Right Winger,29,UNAM Pumas,Liga MX Clausura,Tigres UANL,Liga MX Clausura,17,3.0,7.0,1
4107,Harold Preciado,Centre-Forward,22,Deportivo Cali,Liga Águila II,SZ FC,League One,17,1.15,7.0,1
4108,Christian Kabasele,Centre-Back,25,KRC Genk,Jupiler Pro League,Watford,Premier League,17,6.0,6.95,3
4109,Patrick Bamford,Centre-Forward,23,Chelsea,Premier League,Middlesbrough,Premier League,17,5.0,6.9,1
4110,Haiqing Cao,Left-Back,23,ZJ Greentown,League One,JS Suning,Super League,17,0.175,6.87,3
4111,Hernán Toledo,Left Winger,20,Vélez Sarsfield,Primera División,Maldonado, Uruguay,17,0.2,6.75,1
4112,Matz Sels,Goalkeeper,24,KAA Gent,Jupiler Pro League,Newcastle,Championship,17,6.5,6.6,4
4113,Silvio Romero,Centre-Forward,27,Chiapas FC,Liga MX Clausura,América,Liga MX Clausura,17,3.0,6.6,1
4114,Grant Hanley,Centre-Back,24,Blackburn,Championship,Newcastle,Championship,17,2.5,6.6,3
4115,Alex Telles,Left-Back,23,Galatasaray,Süper Lig,FC Porto,Liga NOS,17,8.5,6.5,3
4116,Douglas Santos,Left-Back,22,Atlético-MG,Serie A,Hamburger SV,1.Bundesliga,17,6.0,6.5,3
4117,Matt Phillips,Right Winger,25,QPR,Championship,West Brom,Premier League,17,6.0,6.5,1
4118,Hiroshi Kiyotake,Attacking Midfield,26,Hannover 96,2.Bundesliga,Sevilla FC,LaLiga,17,4.5,6.5,2
4119,Jhon Córdoba,Centre-Forward,23,Granada CF,LaLiga,1.FSV Mainz 05,1.Bundesliga,17,3.5,6.5,1
4120,Willy Boly,Centre-Back,25,Braga,Liga NOS,FC Porto,Liga NOS,17,2.75,6.5,3
4121,Simone Verdi,Right Winger,24,AC Milan,Serie A,Bologna,Serie A,17,2.0,6.5,1
4122,Lys Mousset,Centre-Forward,20,AC Le Havre,Ligue 2,Bournemouth,Premier League,17,0.4,6.5,1
4123,Edimilson Fernandes,Central Midfield,20,FC Sion,Super League,West Ham,Premier League,17,4.5,6.4,2
4124,Loris Karius,Goalkeeper,23,1.FSV Mainz 05,1.Bundesliga,Liverpool,Premier League,17,7.0,6.2,4
4125,Neymar,Left Winger,25,FC Barcelona,LaLiga,Paris SG,Ligue 1,18,100.0,222.0,1
4126,Philippe Coutinho,Attacking Midfield,25,Liverpool,Premier League,FC Barcelona,LaLiga,18,90.0,125.0,2
4127,Ousmane Dembélé,Right Winger,20,Bor. Dortmund,1.Bundesliga,FC Barcelona,LaLiga,18,33.0,115.0,1
4128,Romelu Lukaku,Centre-Forward,24,Everton,Premier League,Man Utd,Premier League,18,50.0,84.7,1
4129,Virgil van Dijk,Centre-Back,26,Southampton,Premier League,Liverpool,Premier League,18,30.0,78.8,3
4130,Diego Costa,Centre-Forward,29,Chelsea,Premier League,Atlético Madrid,LaLiga,18,50.0,66.0,1
4131,Álvaro Morata,Centre-Forward,24,Real Madrid,LaLiga,Chelsea,Premier League,18,40.0,66.0,1
4132,Aymeric Laporte,Centre-Back,23,Athletic Bilbao,LaLiga,Man City,Premier League,18,25.0,65.0,3
4133,Pierre-Emerick Aubameyang,Centre-Forward,28,Bor. Dortmund,1.Bundesliga,Arsenal,Premier League,18,65.0,63.75,1
4134,Benjamin Mendy,Left-Back,23,Monaco,Ligue 1,Man City,Premier League,18,13.0,57.5,3
4135,Alexandre Lacazette,Centre-Forward,26,Olympique Lyon,Ligue 1,Arsenal,Premier League,18,40.0,53.0,1
4136,Kyle Walker,Right-Back,27,Spurs,Premier League,Man City,Premier League,18,30.0,52.7,3
4137,Bernardo Silva,Right Winger,22,Monaco,Ligue 1,Man City,Premier League,18,40.0,50.0,1
4138,Gylfi Sigurdsson,Attacking Midfield,27,Swansea,Premier League,Everton,Premier League,18,25.0,49.4,2
4139,Nemanja Matic,Defensive Midfield,29,Chelsea,Premier League,Man Utd,Premier League,18,35.0,44.7,2
4140,Leonardo Bonucci,Centre-Back,30,Juventus,Serie A,AC Milan,Serie A,18,45.0,42.0,3
4141,Mohamed Salah,Right Winger,25,AS Roma,Serie A,Liverpool,Premier League,18,35.0,42.0,1
4142,Corentin Tolisso,Central Midfield,22,Olympique Lyon,Ligue 1,Bayern Munich ,1.Bundesliga,18,22.0,41.5,2
4143,Federico Bernardeschi,Right Winger,23,Fiorentina,Serie A,Juventus,Serie A,18,30.0,40.0,1
4144,Cédric Bakambu,Centre-Forward,26,Villarreal CF,LaLiga,BJ Sinobo Guoan,Super League,18,25.0,40.0,1
4145,Ederson,Goalkeeper,23,Benfica,Liga NOS,Man City,Premier League,18,22.0,40.0,4
4146,Tiemoué Bakayoko,Defensive Midfield,22,Monaco,Ligue 1,Chelsea,Premier League,18,16.0,40.0,2
4147,Paulinho,Central Midfield,29,GZ Evergrande,Super League,FC Barcelona,LaLiga,18,15.0,40.0,2
4148,Davinson Sánchez,Centre-Back,21,AFC Ajax,Eredivisie,Spurs,Premier League,18,12.0,40.0,3
4149,André Silva,Centre-Forward,21,FC Porto,Liga NOS,AC Milan,Serie A,18,22.0,38.0,1
4150,Alex Oxlade-Chamberlain,Right Midfield,24,Arsenal,Premier League,Liverpool,Premier League,18,22.0,38.0,2
4151,Danny Drinkwater,Central Midfield,27,Leicester,Premier League,Chelsea,Premier League,18,9.0,37.9,2
4152,Vitolo,Left Winger,27,Sevilla FC,LaLiga,Atlético Madrid,LaLiga,18,25.0,36.0,1
4153,Antonio Rüdiger,Centre-Back,24,AS Roma,Serie A,Chelsea,Premier League,18,25.0,35.0,3
4154,Victor Lindelöf,Centre-Back,22,Benfica,Liga NOS,Man Utd,Premier League,18,22.0,35.0,3
4155,Iñigo Martínez,Centre-Back,26,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,18,25.0,32.0,3
4156,Nélson Semedo,Right-Back,23,Benfica,Liga NOS,FC Barcelona,LaLiga,18,20.0,30.57,3
4157,Yannick Carrasco,Left Winger,24,Atlético Madrid,LaLiga,DL Yifang,Super League,18,40.0,30.0,1
4158,Keita Baldé,Left Winger,22,Lazio,Serie A,Monaco,Ligue 1,18,25.0,30.0,1
4159,Danilo,Right-Back,26,Real Madrid,LaLiga,Man City,Premier League,18,16.0,30.0,3
4160,Michael Keane,Centre-Back,24,Burnley,Premier League,Everton,Premier League,18,18.0,28.5,3
4161,Jordan Pickford,Goalkeeper,23,Sunderland,Championship,Everton,Premier League,18,15.0,28.5,4
4162,Lucas Moura,Right Winger,25,Paris SG,Ligue 1,Spurs,Premier League,18,28.0,28.4,1
4163,Mamadou Sakho,Centre-Back,27,Liverpool,Premier League,Crystal Palace,Premier League,18,15.0,28.2,3
4164,Kelechi Iheanacho,Centre-Forward,20,Man City,Premier League,Leicester,Premier League,18,15.0,27.7,1
4165,Davy Klaassen,Attacking Midfield,24,AFC Ajax,Eredivisie,Everton,Premier League,18,18.0,27.0,2
4166,Milan Skriniar,Centre-Back,22,Sampdoria,Serie A,Inter,Serie A,18,7.0,27.0,3
4167,Youri Tielemans,Central Midfield,20,RSC Anderlecht,Jupiler Pro League,Monaco,Ligue 1,18,22.0,25.0,2
4168,Andriy Yarmolenko,Right Winger,27,Dynamo Kyiv,Premier Liga,Bor. Dortmund,1.Bundesliga,18,18.0,25.0,1
4169,Serge Aurier,Right-Back,24,Paris SG,Ligue 1,Spurs,Premier League,18,15.0,25.0,3
4170,Davide Zappacosta,Right-Back,25,Torino,Serie A,Chelsea,Premier League,18,8.5,25.0,3
4171,Adrien Silva,Central Midfield,28,Sporting CP,Liga NOS,Leicester,Premier League,18,25.0,24.5,2
4172,Theo Hernández,Left-Back,19,Atlético Madrid,LaLiga,Real Madrid,LaLiga,18,15.0,24.0,3
4173,Matías Vecino,Central Midfield,25,Fiorentina,Serie A,Inter,Serie A,18,13.0,24.0,2
4174,Lucas Alario,Centre-Forward,24,River Plate,Primera División,Bay. Leverkusen,1.Bundesliga,18,12.0,24.0,1
4175,Andrea Conti,Right-Back,23,Atalanta,Serie A,AC Milan,Serie A,18,10.0,24.0,3
4176,Leandro Paredes,Defensive Midfield,23,AS Roma,Serie A,Zenit S-Pb,Premier Liga,18,13.0,23.0,2
4177,André Ayew,Left Winger,28,West Ham,Premier League,Swansea,Premier League,18,18.0,22.8,1
4178,Nathan Aké,Centre-Back,22,Chelsea,Premier League,Bournemouth,Premier League,18,8.0,22.8,3
4179,Theo Walcott,Right Winger,28,Arsenal,Premier League,Everton,Premier League,18,20.0,22.5,1
4180,Cenk Tosun,Centre-Forward,26,Besiktas,Süper Lig,Everton,Premier League,18,10.5,22.5,1
4181,Marko Arnautovic,Left Winger,28,Stoke City,Premier League,West Ham,Premier League,18,15.0,22.3,1
4182,Hakan Calhanoglu,Left Winger,23,Bay. Leverkusen,1.Bundesliga,AC Milan,Serie A,18,20.0,22.0,1
4183,Guido Carrillo,Centre-Forward,26,Monaco,Ligue 1,Southampton,Premier League,18,6.0,22.0,1
4184,Luis Muriel,Centre-Forward,26,Sampdoria,Serie A,Sevilla FC,LaLiga,18,17.0,21.5,1
4185,Manuel Akanji,Centre-Back,22,FC Basel,Super League,Bor. Dortmund,1.Bundesliga,18,5.0,21.5,3
4186,Kingsley Coman,Left Winger,21,Juventus,Serie A,Bayern Munich ,1.Bundesliga,18,20.0,21.0,1
4187,Pietro Pellegri,Centre-Forward,16,Genoa,Serie A,Monaco,Ligue 1,18,8.0,21.0,1
4188,Andre Gray,Centre-Forward,26,Burnley,Premier League,Watford,Premier League,18,10.0,20.4,1
4189,Blaise Matuidi,Central Midfield,30,Paris SG,Ligue 1,Juventus,Serie A,18,30.0,20.0,2
4190,Juan Cuadrado,Right Winger,29,Chelsea,Premier League,Juventus,Serie A,18,25.0,20.0,1
4191,Niklas Süle,Centre-Back,21,TSG Hoffenheim,1.Bundesliga,Bayern Munich ,1.Bundesliga,18,25.0,20.0,3
4192,Roberto Gagliardini,Central Midfield,23,Atalanta,Serie A,Inter,Serie A,18,20.0,20.0,2
4193,Kevin Kampl,Central Midfield,26,Bay. Leverkusen,1.Bundesliga,RB Leipzig,1.Bundesliga,18,15.0,20.0,2
4194,Maximilian Philipp,Left Winger,23,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,18,15.0,20.0,1
4195,Óliver Torres,Attacking Midfield,22,Atlético Madrid,LaLiga,FC Porto,Liga NOS,18,14.0,20.0,2
4196,Emerson,Left-Back,23,AS Roma,Serie A,Chelsea,Premier League,18,14.0,20.0,3
